post,date,artist,song_name,korean_name,director,video,type,release
,2017-10-30,GOT7,Turn Up,턴업,,Youtube,Boy,Japanese
,2017-10-30,Super Junior,One More Chance,비처럼 가지마요,Digipedi,Youtube,Boy,Minor
,2017-10-29,Gavy NJ,You Said You Were Happy,행복하댔잖아,,Youtube,Girl,Major
,2017-10-28,Playback,Want You To Say,말해줘,Naive,Youtube,Girl,Major
,2017-10-27,Apink,Orion,오리온,,Youtube,Girl,Japanese
,2017-10-25,IN2IT,Amazing,어메이징,,Youtube,Boy,Major
,2017-10-24,4Men,Break Up In The Morning,눈 떠보니 이별이더라,,Youtube,Boy,Major
,2017-10-23,Epik High,Home Is Far Away,빈차,,Youtube,Boy,Major
,2017-10-23,Epik High,Love Story,연애소설,,Youtube,Boy,Major
,2017-10-22,Marmello,Can't Stop,,,Youtube,Girl,Major
,2017-10-18,A.C.E,Callin',콜링,,Youtube,Boy,Major
,2017-10-18,JBJ,Fantasy,판타지,,Youtube,Boy,Major
,2017-10-16,Taemin,Move,무브,HIGHQUALITYFISH,Youtube,Boy Solo,Major
,2017-10-16,BtoB,Missing You,그리워하다,,Youtube,Boy,Major
,2017-10-16,Highlight,Can Be Better,어쩔 수 없지 뭐,,Youtube,Boy,Major
,2017-10-15,SEVENTEEN,Pinwheel,바람개비,,Youtube,Boy,Minor
,2017-10-12,DIA,Good Night,굿밤,,Youtube,Girl,Major
,2017-10-12,HA:TFELT,I Wander feat. Gaeko,새 신발,,Youtube,Girl Solo,Major
,2017-10-12,UP10TION,Going Crazy,미치게 해,,Youtube,Boy,Major
,2017-10-12,MASC,Do It,다해,,Youtube,Boy,Major
,2017-10-12,Varsity,Can You Come Out Now,지금 나올래,,Youtube,Boy,Major
,2017-10-12,SF9,O Sole Mio,오솔레미오,,Youtube,Boy,Major
,2017-10-12,Rainz,Juliette,레인즈,,Youtube,Boy,Major
,2017-10-12,Block B,My Zone,마이존,,Youtube,Boy,CF
,2017-10-11,Davichi,To Me,나에게 넌,,Youtube,Girl,Major
,2017-10-11,MASC,Run To You,정주행,,Youtube,Boy,Minor
,2017-10-11,Jang Wooyoung,It's The Same,똑같지 뭐,,Youtube,Boy Solo,Minor
,2017-10-11,Hi Cutie,Play U,플레이유,,Youtube,Girl,Major
,2017-10-10,HashTag,Hue,ㅇㅇ,,Youtube,Girl,Major
,2017-10-10,TRCNG,Spectrum,스펙트럼,,Youtube,Boy,Major
,2017-10-10,GOT7,You Are,유아,,Youtube,Boy,Major
,2017-10-10,NU'EST W,Where You At,웨어 유 앳,,Youtube,Boy,Major
,2017-10-08,SEVENTEEN,Lilili Yabbay,13월의 춤,,Youtube,Boy,Minor
,2017-10-06,Stray Kids,Hellevator,헬리베이터,AR FILM,Youtube,Boy,Major
Post,2017-10-05,Twice,One More Time,원 모어 타임,,Youtube,Girl,Japanese
,2017-10-01,SEVENTEEN,Trauma,,,Youtube,Boy,Minor
,2017-09-30,U-KISS,Fly,,,Youtube,Boy,Japanese
,2017-09-28,A-seed,It's Crazy,미치겠지,,Youtube,Girl,Minor
,2017-09-28,DAY6,When You Love Someone,그렇더라고요,,Youtube,Boy,Major
,2017-09-28,Bolbbalgan4,Some,썸 탈꺼야,,Youtube,Girl,Major
,2017-09-28,Bolbbalgan4,Fix Me,고쳐주세요,,Youtube,Girl,Major
,2017-09-28,Bolbbalgan4,Imagine,상상,,Youtube,Girl,Major
,2017-09-28,Bolbbalgan4,Blue,블루,,Youtube,Girl,Minor
Post,2017-09-25,B1A4,Rollin',롤린,,Youtube,Boy,Major
,2017-09-25,Lay,I Need U,아이 니드 유,,Youtube,Boy Solo,Major
,2017-09-24,SEVENTEEN,Change Up,,,Youtube,Boy,Minor
,2017-09-22,IU,Sleepless Rainy Night,잠 못 드는 밤 비는 내리고,,Youtube,Girl Solo,Special
,2017-09-21,SECHSKIES,Smile,웃어줘,,Youtube,Boy,Major
,2017-09-21,SECHSKIES,Something Special,특별해,,Youtube,Boy,Major
,2017-09-20,CNBLUE,Starting Over,,,Youtube,Boy,Japanese
Post,2017-09-20,LOONA Odd Eye Circle,Girl Front,걸 프론트,Digipedi,Youtube,Girl,Major
,2017-09-20,APRIL,Take My Hand,손을 잡아줘,ZANYBROS,Youtube,Girl,Major
,2017-09-19,Rania,Breathe Heavy,브리드헤비,,Youtube,Girl,Minor
Post,2017-09-18,BTS,DNA,디엔에이,Lumpens,Youtube,Boy,Major
Posts,2017-09-13,GFRIEND,Summer Rain,여름비,,Youtube,Girl,Major
,2017-09-12,D.I.P,A Likely Night,될 것 같은 밤,,Youtube,Boy,Major
,2017-09-12,ELRIS,Pow Pow,파우파우,,Youtube,Girl,Major
,2017-09-08,VIXX,La La La ~Aiwo Arigatou~,ラララ ～愛をありがとう～,,Youtube,Boy,Japanese
,2017-09-06,Pentagon,Like This,라익 디스,,Youtube,Boy,Major
,2017-09-06,MXM,I'm The One,,,Youtube,Boy,Major
Post,2017-09-05,EXO,Power,파워,,Youtube,Boy,Major
,2017-09-05,B.A.P,Honeymoon,허니문,ZANYBROS,Youtube,Boy,Major
,2017-09-05,DAY6,I Loved You,,,Youtube,Boy,Major
,2017-09-04,The Singing Girls,I Like,좋아요,,Youtube,Girl,Major
,2017-09-03,BLACK6IX,Like A Flower,라이크 어 플라워,,Youtube,Boy,Major
,2017-09-01,IM,Sad Story,미치겠어,,Youtube,Boy,Major
,2017-08-31,A.De,Laputa (Kiss In The Sky),라퓨타,,Youtube,Girl,Major
,2017-08-31,IZ,All You Want,다해,,Youtube,Boy,Major
,2017-08-30,Good Day,Rolly,롤리,,Youtube,Girl,Major
,2017-08-29,Hyuna,Babe,베베,,Youtube,Girl Solo,Major
,2017-08-28,Golden Child,DamDaDi,담다디,,Youtube,Boy,Major
,2017-08-28,VIXX LR,Whisper,속삭임,,Youtube,Boy,Major
,2017-08-28,Flashe,Popping,팝핑,,Youtube,Girl,Major
,2017-08-27,Rania,Beep Beep Beep,빕빕빕,,Youtube,Girl,Major
,2017-08-25,Hur Youngji,Memory Clock,추억시계,,Youtube,Girl Solo,Minor
,2017-08-25,S.I.S,I've Got A Feeling,느낌이 와,,Youtube,Girl,Major
,2017-08-25,GreatGuys,Last Men,라스트맨,,Youtube,Boy,Major
,2017-08-25,Heize,In the Time Spent With You,너와 함께한 시간 속에서,,Youtube,Girl Solo,Minor
,2017-08-25,Highteen,Would You,우주,,Youtube,Girl,Minor
,2017-08-24,GreatGuys,Last Men,라스트맨,,Youtube,Boy,Major
Post,2017-08-23,Pristin,We Like,위 라이크,,Youtube,Girl,Major
,2017-08-23,VICTON,Unbelievable,말도 안돼,,Youtube,Boy,Major
,2017-08-23,MiSo,Pink Lady,핑크레이디,,Youtube,Girl Solo,Major
,2017-08-22,Momoland,Freeze,꼼짝마,,Youtube,Girl,Major
,2017-08-22,DIA,Can't Stop,듣고싶어,,Youtube,Girl,Major
,2017-08-21,Sunmi,Gashina,가시나,,Youtube,Girl Solo,Major
,2017-08-21,BtoB,Brand new days~Whatever future~,Brand new days ～どんな未来を～,,Youtube,Boy,Japanese
,2017-08-18,Red Velvet,Rebirth,환생,Shindong,Youtube,Girl,Minor
,2017-08-17,NCT DREAM,We Young,위 영,,Youtube,Boy,Major
,2017-08-16,SF9,Hide and Seek,머리카락 보일라,,Youtube,Boy,Minor
,2017-08-16,Taeyang,Darling,달링,,Youtube,Boy Solo,Major
,2017-08-16,Taeyang,Wake Me Up,웩 미 업,,Youtube,Boy Solo,Major
,2017-08-15,H.B.Y,Vroom Vroom,부릉부릉,,Youtube,Boy,Major
,2017-08-14,Sonamoo,Friday Night,금요일밤,,Youtube,Girl,Major
,2017-08-11,Gugudan OGUOGU,ICE CHU,아이스츄,,Youtube,Girl,Major
,2017-08-10,UP10TION,Everything,,,Youtube,Boy,Minor
,2017-08-10,Wanna One,Burn It Up,활활,,Youtube,Boy,Minor
,2017-08-09,Boyfriend,Star,스타,,Youtube,Boy,Major
,2017-08-09,Jessica,Summer Storm,섬머스톰,Naive,Youtube,Girl Solo,Major
,2017-08-08,Weki Meki,I Don't Like Your Girlfriend,아이 돈 라이크 유어 걸프렌드,,Youtube,Girl,Major
,2017-08-08,Juniel,Last Carnival,라스트 카니발,,Youtube,Girl Solo,Major
,2017-08-07,DAY6,What Can I Do,좋은걸 뭐 어떡해,,Youtube,Boy,Major
,2017-08-07,Wanna One,Energetic,에너제틱,,Youtube,Boy,Major
,2017-08-07,BLANC7,Hello,헬로,,Youtube,Boy,Major
,2017-08-04,Girls' Generation,Holiday,홀리데이,,Youtube,Girl,Major
,2017-08-04,Girls' Generation,All Night,올나이트,,Youtube,Girl,Major
,2017-08-04,Drug Restaurant,Drink O2 in the water,드링크 오투 인 더 워터,,Youtube,Boy,Major
,2017-08-04,WINNER,Love Me Love Me,럽미럽미,Kim 'Oui Kim' Seonguk,Youtube,Boy,Major
,2017-08-04,WINNER,Island,아일랜드,Jinooya,Youtube,Boy,Major
,2017-08-03,Tritops,Zinnia,백일홍,,Youtube,Boy,Major
,2017-08-03,CLC,Where Are You?,어디야,,Youtube,Girl,Major
,2017-08-03,9MUSES,Love City,러브시티,ZANYBROS,Youtube,Girl,Major
,2017-08-02,Samuel,Sixteen feat. Changmo,식스틴,,Youtube,Boy Solo,Major
,2017-08-02,N.Flying,The Real,진짜가 나타났다,,Youtube,Boy,Major
,2017-08-02,ONF,ON/OFF,온오프,,Youtube,Boy,Major
,2017-08-02,The Rose,Sorry,,,Youtube,Boy,Major
,2017-08-01,GFRIEND,Love Whisper,귀를 기울이면,ZANYBROS,Youtube,Girl,Major
,2017-08-01,Apple.B,Woochuchu,우쭈쭈,,Youtube,Girl,Major
,2017-08-01,Park Kyung,Wiped,순간삭제,,Youtube,Boy Solo,Major
,2017-07-31,Shannon,Hello,헬로,,Youtube,Girl Solo,Major
,2017-07-31,Longguo & Shihyun,the.the.the,더더더,,Youtube,Boy,Major
,2017-07-31,Raina,Loop feat. Aron,밥 영화 카페,,Youtube,Girl Solo,Major
,2017-07-30,JJ Project,"Tommorow, Today","내일, 오늘",,Youtube,Boy,Major
,2017-07-29,FTISLAND,Paradise,,,Youtube,Boy,Japanese
,2017-07-28,Clon,Go Tomorrow,,,Youtube,Boy,Minor
,2017-07-28,AlphaBAT,Get Your Luv,원해,,Youtube,Boy,Major
,2017-07-28,LOONA,Love Cherry Motion (Choerry),러브 체리 모션,Digipedi,Youtube,Girl,Major
,2017-07-27,Dreamcatcher,Fly High,날아올라,,Youtube,Girl,Major
,2017-07-27,MONSTA X,Newton,뉴튼,,Youtube,Boy,Minor
,2017-07-26,MYTEEN,Amazing,어마어마하게,Dee Shin,Youtube,Boy,Major
,2017-07-26,P.O.P,Catch You,애타게 겟 하게,,Youtube,Girl,Major
,2017-07-26,ELRIS,My Star,나의 별,,Youtube,Girl,Minor
,2017-07-26,Taemin,Flame of Love,플레임 오브 러브,,Youtube,Boy Solo,Japanese
,2017-07-26,The Eastlight,I Got You,,,Youtube,Boy,Major
,2017-07-25,LABOUM,Only U,두바둡,,Youtube,Girl,Major
,2017-07-25,Nell,Broken,부서진,,Youtube,Boy,Major
,2017-07-23,CASHCOMA,CASHCOMA,캐시코마,,Youtube,Girl,Minor
,2017-07-23,Live High,Kung Dari Sha Bah Rah,꿍따리 샤바라,,Youtube,Girl,Major
,2017-07-20,KNK,Rain,비,,Youtube,Boy,Major
,2017-07-20,AKMU,Dinosaur,다이노소어,Dee Shin,Youtube,Co-ed,Major
,2017-07-20,Snuper,The Star of Stars,유성,,Youtube,Boy,Major
,2017-07-19,TopSecret,Yes Man,,,Youtube,Boy,Minor
,2017-07-19,KARD,Hola Hola,올라 올라,,Youtube,Co-ed,Major
,2017-07-18,EXO,Ko Ko Bop,코코밥,,Youtube,Boy,Major
,2017-07-18,Voisper,Days Gone By,지난 날,,Youtube,Boy,Major
,2017-07-18,Myname,Baby Tonight,,,Youtube,Boy,Japanese
,2017-07-17,14U,VVV,베리베리베리,,Youtube,Boy,Minor
,2017-07-15,Hotshot,Jelly,젤리,,Youtube,Boy,Major
Post,2017-07-14,WJSN,Kiss Me,키스 미,,Youtube,Girl,Minor
,2017-07-13,Jessi,Gucci,구찌,Tiger Cave,Youtube,Girl Solo,Major
,2017-07-13,Park Boram,"Why, You? feat. Samuel Seo",넌 왜?,,Youtube,Girl Solo,Major
,2017-07-13,VOISPER,Crush On You,반했나봐,,Youtube,Boy,Major
,2017-07-12,Limesoda,Z Z Z feat. MC GREE,지지지,,Youtube,Girl,Major
,2017-07-11,Urban Zakapa,Moai,,,Youtube,Co-ed,Major
,2017-07-11,Wable,Mallang Mallang,말랑말랑,,Youtube,Girl,Major
Post,2017-07-08,Red Velvet,Red Flavor,빨간 맛,,Youtube,Girl,Major
,2017-07-07,Badkiz,Give It To Me,기브 잇 투미,,Youtube,Girl,Major
,2017-07-06,PPL,Shoot U,슛유,,Youtube,Girl,Major
,2017-07-06,Apink,Motto GO!GO!,もっとGO!GO!,,Youtube,Girl,Japanese
,2017-07-06,LOONA 1/3,Rain 51db,비의 목소리 51db,,Youtube,Girl,Minor
,2017-07-06,Take,Good Enough,충분해,,Youtube,Boy,Major
,2017-07-05,DAY6,Hi Hello,하이 헬로,,Youtube,Boy,Major
,2017-07-05,Halo,Here I Am,여기여기,,Youtube,Boy,Major
,2017-07-04,Favorite,Party Time,파티 타임,,Youtube,Girl,Major
,2017-07-04,Boyfriend,Summer,,,Youtube,Boy,Japanese
,2017-07-04,BTS,Come Back Home,컴백홈,ZANYBROS,Youtube,Boy,Special
,2017-07-03,VAV,ABC (Middle of the Night),에이비씨,,Youtube,Boy,Major
,2017-06-30,L.A.U,So Sweet,향기로와,,Youtube,Boy,Minor
,2017-06-29,Clon,Everybody,,,Youtube,Boy,Major
,2017-06-29,UP10TION,Runner,시작해,,Youtube,Boy,Major
,2017-06-27,Shannon,Love Don't Hurt feat. Lil Boi,눈물이 흘러,,Youtube,Girl Solo,Major
,2017-06-27,Stellar,Archangels of the Sephiroth,세피로트의 나무,,Youtube,Girl,Major
,2017-06-26,Heize,"You, Clouds, Rain feat. Shin Yongjae",비도 오고 그래서,,Youtube,Girl Solo,Major
,2017-06-26,Heize,Don't Know You,널 너무 모르고,,Youtube,Girl Solo,Major
,2017-06-26,Apink,Five,파이브,,Youtube,Girl,Major
,2017-06-26,LOONA,Singing In The Rain (JinSoul),싱잉 인 더 레인,Digipedi,Youtube,Girl,Major
,2017-06-26,BoA,Camo,카모,ETUI,Youtube,Girl Solo,Major
,2017-06-22,Mamamoo,Yes I Am,나로 말할 것 같으면,ZANYBROS,Youtube,Girl,Major
Post,2017-06-22,Mamamoo,AZE GAG,아재개그,ZANYBROS,Youtube,Girl,Minor
,2017-06-22,BLACKPINK,As If It's Your Last,마지막처럼,,Youtube,Girl,Major
,2017-06-22,Henry,I'm Good feat. Nafla,끌리는 대로,,Youtube,Boy Solo,Major
,2017-06-20,Clon,Bamdeelalila,밤디라리라,,Youtube,Boy,Major
,2017-06-19,9MUSES,Remember,기억해,ZANYBROS,Youtube,Girl,Major
,2017-06-19,MONSTA X,Shine Forever,샤인 포에버,,Youtube,Boy,Major
,2017-06-14,T-ara,What's my name?,내 이름은,Tiger Cave,Youtube,Girl,Major
,2017-06-14,NCT 127,Cherry Bomb,체리 밤,Kim 'Oui Kim' Seonguk,Youtube,Boy,Major
,2017-06-14,Girls Next Door,Deep Blue Eyes,딥블루아이즈,,Youtube,Girl,Special
,2017-06-13,Bolbbalgan4,We Loved (with 20 Years of Age),남이 될 수 있을까,,Youtube,Girl,Minor
,2017-06-13,Vermuda,Dream Girl,드림걸,,Youtube,Boy,Major
,2017-06-12,B1A4,Sousureba,そうすれば,,Youtube,Boy,Japanese
,2017-06-12,Pentagon,Critical Beauty,예뻐죽겠네,,Youtube,Boy,Major
,2017-06-08,G-Dragon,"Untitled, 2014",무제,,Youtube,Boy Solo,Major
,2017-06-07,DAY6,I Smile,반드시 웃는다,Naive,Youtube,Boy,Major
,2017-06-07,FTISLAND,Wind,윈드,,Youtube,Boy,Major
Post,2017-06-07,WJSN,Happy,해피,,Youtube,Girl,Major
,2017-06-07,Chungha,Why Don’t You Know,와이 돈트 유 노,,Youtube,Girl Solo,Major
,2017-06-04,ELRIS,You and I,너와 나,,Youtube,Girl,Minor
,2017-06-04,TopSecret,Mind Control,마인드 컨트롤,,Youtube,Boy,Major
,2017-06-03,S.E.T,Nalari,날라리,,Youtube,Girl,Major
,2017-06-02,Tritops,All 4 One,,,Youtube,Boy,Major
,2017-06-02,Suran,1+1=0 feat. Dean,1+1=0,,Youtube,Girl Solo,Major
,2017-06-01,ELRIS,"We, First",우리 처음,,Youtube,Girl,Major
,2017-06-01,Hyoyeon,Wannabe feat. San E,워너비,,Youtube,Girl Solo,Major
,2017-06-01,Greyish,Johnny GoGo,쟈니고고,,Youtube,Girl,Major
,2017-05-31,B1A4,Sukidakara shouganai,好きだからしょうがない,,Youtube,Boy,Japanese
,2017-05-31,SISTAR,Lonely,론리,,Youtube,Girl,Major
,2017-05-30,Rubber Soul,Love Is,러브 이즈,,Youtube,Girl,Major
,2017-05-29,ASTRO,Baby,베이비,,Youtube,Boy,Major
,2017-05-29,Highlight,Calling You,콜링유,,Youtube,Boy,Major
,2017-05-29,APRIL,Mayday,메이데이,Naive,Youtube,Girl,Major
,2017-05-29,APRIL,Lovesick,따끔,,Youtube,Girl,Minor
,2017-05-29,Baek A Yeon,Sweet lies,달콤한 빈말,,Youtube,Girl Solo,Major
,2017-05-27,24K,Only You,너 하나면 돼,,Youtube,Boy,Major
,2017-05-27,FTISLAND,Love Sick,사랑앓이,,Youtube,Boy,Minor
,2017-05-26,Flower,Days Lovers,시절연인,,Youtube,Boy,Major
,2017-05-25,KNK,"Sun, Moon, Star","해, 달, 별",,Youtube,Boy,Major
,2017-05-25,Be.A,Magical,매지컬,,Youtube,Boy,Major
,2017-05-24,Tweety,Party,,,Youtube,Girl,Minor
,2017-05-24,Girls' Alert,Dream Girls,소녀지몽,,Youtube,Girl,Major
,2017-05-24,Yezi,Anck Su Namum,아낙수나문,,Youtube,Girl Solo,Major
,2017-05-23,Marmello,Puppet,,,Youtube,Girl,Major
,2017-05-23,LOONA,Eclipse (Kim Lip),이클립스,Digipedi,Youtube,Girl,Major
,2017-05-23,B.I.G,Hello Hello,헬로 헬로,,Youtube,Boy,Major
,2017-05-22,A.C.E,Cactus,선인장,,Youtube,Boy,Major
,2017-05-22,MAP6,I'm Ready,아임 레디,,Youtube,Boy,Major
,2017-05-22,SEVENTEEN,Don't Wanna Cry,울고 싶지 않아,,Youtube,Boy,Major
,2017-05-22,iKON,Bling Bling,블링블링,,Youtube,Boy,Major
,2017-05-22,iKON,B-DAY,벌떼,Naive,Youtube,Boy,Major
,2017-05-22,GOT7,My Swagger,,,Youtube,Boy,Japanese
,2017-05-19,Urban Zakapa,Alone,혼자,,Youtube,Co-ed,Major
,2017-05-18,Sohee,Spotlight,스포트라이트,,Youtube,Girl Solo,Major
,2017-05-17,The Eastlight,You're My Love,,,Youtube,Boy,Major
,2017-05-16,Honeyst,Like You,반하겠어,,Youtube,Boy,Major
,2017-05-15,B1A4,Follow Me,,,Youtube,Boy,Japanese
,2017-05-15,Twice,Signal,시그널,Naive,Youtube,Girl,Major
Post,2017-05-15,VIXX,Shangri-La,도원경,,Youtube,Boy,Major
,2017-05-12,Unnies,Right?,맞지?,,Youtube,Girl,Special
,2017-05-10,PSY,I LUV IT,,Naive,Youtube,Boy Solo,Major
,2017-05-10,PSY,New Face,뉴페이스,Naive,Youtube,Boy Solo,Major
,2017-05-08,DAY6,Dance Dance,댄스댄스,Naive,Youtube,Boy,Major
,2017-05-08,ROMEO,Stay With Me,성공하면,,Youtube,Boy,Minor
,2017-05-02,VAV,Flower (You),,,Youtube,Boy,Major
,2017-05-02,Yong Junhyung,Wonder If feat. Heize,그대로일까,,Youtube,Boy Solo,Major
,2017-05-02,Lovelyz,"Now, we","지금, 우리",Digipedi,Youtube,Girl,Major
,2017-05-01,Triple H,365 Fresh,쓰리식스파이브 프레쉬,,Youtube,Co-ed,Major
,2017-04-30,EXO-CBX,Ka-Ching,,,Youtube,Boy,Japanese
,2017-04-28,SECHSKIES,Sad Song,슬픈 노래,,Youtube,Boy,Major
,2017-04-28,SECHSKIES,Be Well,아프지 마요,,Youtube,Boy,Major
,2017-04-28,Varsity,Hole In One,,,Youtube,Boy,Major
,2017-04-27,LOONA 1/3,Sonatine,알 수 없는 비밀,,Youtube,Girl,Minor
,2017-04-26,Momoland,Wonderful Love,어마어마해,,Youtube,Girl,Major
,2017-04-25,Boys Republic,Nagareru hoshi ni hanataba o,流れる星に花束を,,Youtube,Boy,Japanese
,2017-04-24,KARD,Rumor,루머,,Youtube,Co-ed,Major
,2017-04-24,Snuper,Back:Hug,백허그,,Youtube,Boy,Major
,2017-04-21,IU,Palette feat. G-DRAGON,팔레트,,Youtube,Girl Solo,Major
,2017-04-21,Chungha,Week,월화수목금토일,,Youtube,Girl Solo,Minor
,2017-04-20,A-seed,Shake It,흔들어,,Youtube,Girl,Major
,2017-04-20,Bonus Baby,If I Become An Adult,어른이 된다면,,Youtube,Girl,Major
,2017-04-20,Hint,Tang Tang Tang,탕탕탕,,Youtube,Girl,Major
,2017-04-19,Waeb,Party,,,Youtube,Boy,Major
,2017-04-18,CNBLUE,Shake,,,Youtube,Boy,Japanese
,2017-04-18,DIA,Will You Go Out With Me,나랑 사귈래,,Youtube,Girl,Major
,2017-04-18,Apink,Always,얼웨이즈,,Youtube,Girl,Minor
,2017-04-18,Yesung,Paper Umbrella,봄날의 소나기,Digipedi,Youtube,Boy Solo,Minor
,2017-04-18,Myname,Meeting you,出会いあいして,,Youtube,Boy,Japanese
,2017-04-17,SF9,Easy Love,쉽다,August Frogs,Youtube,Boy,Major
,2017-04-16,Berry Good,BibbidiBobbidiBoo,비비디바비디부,,Youtube,Girl,Major
,2017-04-16,LABOUM,Hwi Hwi,휘휘,,Youtube,Girl,Major
,2017-04-16,Minzy,Ninano feat. Flowsik,니나노,Tiger Cave,Youtube,Girl Solo,Major
,2017-04-16,LOONA,Everyday I Love You (Vivi),에브리데이 아이 러브 유,Digipedi,Youtube,Girl,Minor
,2017-04-13,Wassup,Color TV,컬러 티비,,Youtube,Girl,Major
,2017-04-13,Zico,She's A Baby,쉬스어베이비,,Youtube,Boy Solo,Minor
,2017-04-13,Kisum,Sleep Tight feat. Gilgubonggu,잘자,,Youtube,Girl Solo,Minor
,2017-04-10,EXID,Night Rather Than Day,낮보다는 밤,Tiger Cave,Youtube,Girl,Major
,2017-04-10,Teen Top,Love Is,재밌어?,ZANYBROS,Youtube,Boy,Major
,2017-04-10,Jeong Eunji,The Spring,너란 봄,,Youtube,Girl Solo,Major
,2017-04-10,Miso,KKPP,낄끼빠빠,,Youtube,Girl Solo,Major
,2017-04-07,IU,Can't Love You Anymore,사랑이 잘,,Youtube,Girl Solo,Minor
,2017-04-06,BLACK6IX,Please,제발,,Youtube,Boy,Major
,2017-04-06,DAY6,I'm Serious,장난 아닌데,Naive,Youtube,Boy,Major
,2017-04-05,IMFACT,Tension Up,텐션업,,Youtube,Boy,Major
,2017-04-05,Dreamcatcher,Good Night,굿나잇,Digipedi,Youtube,Girl,Major
,2017-04-04,WINNER,Fool,풀,Jinooya,Youtube,Boy,Major
,2017-04-04,WINNER,Really Really,릴리릴리,Dave Meyers,Youtube,Boy,Major
,2017-04-03,Inx,2gether,,,Youtube,Boy,Major
Post,2017-04-03,Oh My Girl,Coloring Book,컬러링북,,Youtube,Girl,Major
,2017-03-31,SEVENTEEN,Smile Flower,웃음꽃,,Youtube,Boy,Minor
,2017-03-30,Red Velvet,Would U,우드유,,Youtube,Girl,Minor
,2017-03-29,FTISLAND,Shadows,,,Youtube,Boy,Japanese
,2017-03-27,SF9,Still My Lady,여전히 예뻐,,Youtube,Boy,Minor
Post,2017-03-27,Girl's Day,I'll Be Yours,아윌비유얼즈,Digipedi,Youtube,Girl,Major
,2017-03-25,2000won,Tears Attack,눈물이 무기,,Youtube,Boy,Major
,2017-03-24,IU,Through The Night,밤편지,,Youtube,Girl Solo,Minor
Post,2017-03-21,Pristin,Wee Woo,위우,Naive,Youtube,Girl,Major
,2017-03-21,MONSTA X,Beautiful,아름다워,,Youtube,Boy,Major
,2017-03-21,Apink,Bye Bye,바이 바이,,Youtube,Girl,Japanese
,2017-03-20,LOONA 1/3,You and Me Together,유 앤 미 투게더,,Youtube,Girl,Minor
,2017-03-20,Eyedi,Best Mistake (K),,,Youtube,Girl Solo,Major
,2017-03-20,CNBLUE,Between Us,헷갈리게,,Youtube,Boy,Major
,2017-03-20,Highlight,Plz Don't Be Sad,얼굴 찌푸리지 말아요,,Youtube,Boy,Major
,2017-03-16,Baba,Funky Music,펑키뮤직,,Youtube,Girl,Major
,2017-03-16,Seven O'Clock,Echo,시계바늘,,Youtube,Boy,Major
,2017-03-14,Snuper,Oh Yeah!!,,,Youtube,Boy,Japanese
Post,2017-03-13,GOT7,Never Ever,네버에버,,Youtube,Boy,Major
,2017-03-13,LOONA 1/3,Love&Live,"지금, 좋아해",,Youtube,Girl,Major
,2017-03-13,Highlight,It's Still Beautiful,아름답다,,Youtube,Boy,Minor
,2017-03-13,Nell,Full Moon,,,Youtube,Boy,Minor
,2017-03-12,MVP,Take It,선택해,,Youtube,Boy,Major
,2017-03-10,MAP6,No Surrender,,,Youtube,Boy,Japanese
,2017-03-08,ROMEO,Without U,니가 없는데,ZANYBROS,Youtube,Boy,Major
,2017-03-07,Brave Girls,Rollin',롤린,,Youtube,Girl,Major
Post,2017-03-07,B.A.P,Wake Me Up,웩미업,ZANYBROS,Youtube,Boy,Major
Post,2017-03-06,GFRIEND,Fingertip,핑거팁,ZANYBROS,Youtube,Girl,Major
,2017-03-06,DAY6,How Can I Say,어떻게 말해,Naive,Youtube,Boy,Major
,2017-03-06,BtoB,Movie,무비,,Youtube,Boy,Major
,2017-03-05,B1A4,You and I,,,Youtube,Boy,Japanese
,2017-03-04,HALO,Jasmine,,,Youtube,Boy,Japanese
,2017-03-02,VICTON,Eyez Eyez,아이즈 아이즈,Tiger Cave,Youtube,Boy,Major
,2017-03-02,KARD,Don't Recall (Hidden ver.),돈리콜,,Youtube,Co-ed,English
,2017-03-02,BLANC7,Yeah,예,,Youtube,Boy,Major
,2017-02-28,Taeyeon,Fine,파인,,Youtube,Girl Solo,Major
Post,2017-02-27,gugudan,A Girl Like Me,나 같은 애,Digipedi,Youtube,Girl,Major
,2017-02-27,UP10TION,ID,,,Youtube,Boy,Japanese
,2017-02-27,HIGH4,Love Line,러브라인,,Youtube,Boy,Minor
Post,2017-02-26,Lovelyz,WoW!,와우,Digipedi,Youtube,Girl,Major
,2017-02-26,IMFACT,Please Be My First Love,첫사랑을 부탁해,,Youtube,Boy,Minor
,2017-02-22,100%,Sketch U,어디 있니,,Youtube,Boy,Major
,2017-02-22,Gavy NJ,An Obvious Melo,뻔한 멜로,,Youtube,Girl,Major
Post,2017-02-20,Twice,Knock Knock,낙낙,Naive,Youtube,Girl,Major
Post,2017-02-20,BTS,Not Today,낫 투데이,GDW,Youtube,Boy,Major
,2017-02-18,Taeyeon,I Got Love,아이갓러브,,Youtube,Girl Solo,Major
,2017-02-18,VAV,Venus (Dance With Me),비너스,,Youtube,Boy,Major
,2017-02-17,L.A.U,Nam.Sa.Mot(Guys can't forget love),남.사.못(남자는 사랑을 못 잊는다,,Youtube,Boy,Minor
Post,2017-02-16,KARD,Don't Recall,돈리콜,,Youtube,Co-ed,Major
,2017-02-16,B1A4,Choo Choo Train,,,Youtube,Boy,Japanese
Post,2017-02-15,MelodyDay,Kiss On The Lips,키스 온 더 립스,Naive,Youtube,Girl,Major
