title;singer;album;producer;distributor;year_month;is_popular;external_factors;num_times_top_10;num_times_top_5;num_times_top_1;is_collab;spotify_uri;album_type;release_date;duration_ms;explicit;acousticness;danceability;energy;instrumentalness;liveness;loudness;speechiness;valence;tempo;singer_id;is_ost;for_reality_tvshow
ring my bell;suzy;함부로 애틋하게 ost part.1;삼화네트웍스,ihq,가지컨텐츠;카카오 m;201607;1;0;0;0;0;False;3MdJSXjBarAYuuJ7rjJLDk;single;2016-07-01;205683;False;0.753;0.531;0.478;0.0;0.10300000000000001;-6.853;0.0528;0.408;143.81;4U80LJd8sG6U9YTFP5izka;1;0
roller coaster;chung ha;offset;mnh entertainment;stone music entertainment;201802-201803-201804-201805;1;0;2;0;0;False;4xTqgN4ej7EHMd0gWXJdrI;single;2018-01-17;212136;False;0.318;0.633;0.907;0.0;0.221;-1.462;0.0499;0.7390000000000001;129.995;2PSJ6YriU7JsFucxACpU7Y;0;0
rollercoaster (feat. sugar flow);hus-sep-슈가플로우;rollercoaster;노트뮤직;nhn벅스;201306;0;0;0;0;0;True;09Xk7HMpN971DC7rdbwcsA;single;2013-06-05;180911;False;0.0284;0.8140000000000001;0.872;0.0016899999999999999;0.244;-3.8539999999999996;0.1;0.9059999999999999;120.007;2SPKLWTwIz3LsvGpygJzBu-sep-1PQ64NY7Am39bA1m0WQRL3;0;0
roly-poly;t-ara;존트라볼타 워너비;코어컨텐츠미디어;카카오 m;201107-201108;1;0;1;1;0;False;36r4cTfmjVo5JYqNBIcjk6;album;2011-06-29;214427;False;0.092;0.831;0.8490000000000001;2.9600000000000005e-05;0.0458;-7.407;0.0542;0.902;130.005;1R52cwGf75yTf7I3Q0Irf8;0;0
roly-poly in 코파카바나;t-ara;roly-poly in 코파카바나;코어컨텐츠미디어;카카오 m;201108;0;0;0;0;0;False;54ZLANrcmyyPdZ3z0ZoRpk;single;2011-08-02;207530;False;0.0146;0.688;0.91;0.0833;0.0948;-3.58;0.0327;0.875;130.037;1R52cwGf75yTf7I3Q0Irf8;0;0
rookie;red velvet;rookie - the 4th mini album;sm entertainment;지니뮤직;201702-201703-201704;1;0;2;1;0;False;69xdFGM7SJkbDf77s0gJEl;album;2017-02-01;197637;False;0.0888;0.6829999999999999;0.938;0.0;0.331;-3.7230000000000003;0.28800000000000003;0.868;164.1;1z4g3DjTBBZKhvAroFlhOM;0;0
rosa;haha;quan ninomarley a.k.a haha reggae wave;노아엔터테인먼트;카카오 m;201109;0;0;0;0;0;False;0oNjY1S8JXQMHXgGYoQH7R;album;2011-09-14;208613;False;0.184;0.659;0.862;0.0;0.7070000000000001;-3.43;0.18;0.754;92.104;3lY2yvsj2BSiYSA8PcPGqF;0;0
rose;lee hi;1집 first love;yg entertainment;지니뮤직;201304;1;0;1;0;0;False;1zl7VGjTBriRXgdHEb6z1e;album;2013-11-05;222287;False;0.0446;0.7559999999999999;0.675;0.0;0.56;-6.619;0.0375;0.401;124.975;7cVZApDoQZpS447nHTsNqu;0;0
round and round (feat. 한수지);heize-sep-han suji;도깨비 ost part 14;stone music entertainment, 화앤담픽쳐스;stone music entertainment;201703;0;0;0;0;0;True;3vAncbML0jhNrp63DKhsCo;single;2017-01-21;201658;False;0.757;0.603;0.688;0.23;0.0718;-5.13;0.0327;0.504;119.99;5dCvSnVduaFleCnyy98JMo-sep-3QKm0ZXXUBD9Gc3PUo2mor;1;0
rumor;h.i.n.p (hot issue of ntl. producers);produce 48 - 30 girls 6 concepts;stone music entertainment;stone music entertainment;201808-201809;0;0;0;0;0;False;7jctPW5gAlj07A69fzS8m1;single;2018-08-18;197076;False;0.12300000000000001;0.741;0.862;1.45e-06;0.353;-3.02;0.0816;0.529;101.944;2eRjqXdTsssjpimRlz1i41;0;1
run;nell;투윅스 ost part 1;스타엔트리엔터테인먼트;sony music;201308;0;0;0;0;0;False;6YGEthEujbcUwHqXTQBsf6;single;2013-08-20;179586;False;0.107;0.629;0.81;0.0;0.0759;-4.363;0.0413;0.5529999999999999;116.012;5WY88tCMFA6J6vqSN3MmDZ;1;0
run;epik high;epilogue;울림 엔터테인먼트;stone music entertainment;201003;1;0;0;0;0;False;3kUJ9u148oaHwdKFT45qb3;album;2010-03-09;210386;False;0.0699;0.605;0.9279999999999999;2.23e-06;0.10300000000000001;-5.056;0.0717;0.563;79.983;5snNHNlYT2UrtZo5HCJkiw;0;0
run devil run;girls' generation;`run devil run` the 2nd album repackag...;sm entertainment;sm entertainment;201003-201004;1;0;2;1;1;False;0U9jNoTJeTxXToakhsb7pV;album;2010-03-22;201920;False;0.0596;0.687;0.888;2.14e-05;0.18100000000000002;-2.725;0.146;0.7909999999999999;64.92699999999999;0Sadg1vgvaPqGTOjxu0N6c;0;0
run to you (swing);ledapple;run to you;스타킴엔터테인먼트;카카오 m;201207;0;0;0;0;0;False;1jF8HuPIkSg1Ju671UKoZO;single;2012-07-05;195944;False;0.102;0.588;0.873;3.54e-06;0.151;-3.799;0.0998;0.765;200.34099999999998;4PhwZL3iuVNfhh8mza8pqD;0;0
shake it;sistar;shake it;스타쉽엔터테인먼트;카카오 m;201506-201507-201508;1;0;2;1;0;False;59FBFyeST1vqN8G41YgFS6;single;2015-06-22;208506;False;0.0234;0.778;0.9570000000000001;0.0;0.715;-2.57;0.0735;0.611;118.99700000000001;2wTLheTmMcFCA4hdY8hZJP;0;0
shake that brass (feat. 태연 (소녀시대));amber-sep-taeyeon;the 1st mini album `beautiful`;sm entertainment;지니뮤직;201503;0;0;0;0;0;True;6y0uK5x1Xu49CoDq7JGgS0;album;2015-02-13;193735;False;0.057999999999999996;0.8220000000000001;0.782;0.0;0.039;-4.52;0.0999;0.637;124.995;6vPzAqZDXQgLTEn8pjp4jY-sep-3qNVuliS40BLgXGxhdBdqu;0;0
she`s fine;heize;she`s fine;stone music entertainment, studio blu;지니뮤직;201903-201904;1;0;0;0;0;False;0MiphDS5xfMLuxlHWSe141;album;2019-03-19;151009;False;0.13699999999999998;0.659;0.644;0.0;0.0745;-5.415;0.0459;0.588;105.059;5dCvSnVduaFleCnyy98JMo;0;0
signal;twice;signal;jyp entertainment;지니뮤직;201705-201706-201707;1;0;2;1;0;False;1uwLMwgqPprCs5Q0OPRKI7;single;2017-05-15;196680;False;0.22;0.621;0.7609999999999999;0.0;0.14300000000000002;-2.736;0.33399999999999996;0.626;207.81799999999998;7n2Ycct7Beij7Dj7meI4X0;0;0
skip;crush-sep-han sang won;skip;stone music entertainment, highgrnd;stone music entertainment;201608-201609;0;0;0;0;0;True;2yO7xf5zYOTnahSmYTRhLC;single;2016-08-24;218360;False;0.17300000000000001;0.6970000000000001;0.846;0.0;0.141;-5.0;0.0937;0.759;115.059;6aLdhHUqgdKE86xbtNmY8g-sep-1FvLMWYal74XUTRzfaUAc9;0;0
solo;jennie;solo;yg entertainment;지니뮤직;201811-201812-201901-201902-201903-201904;1;0;3;3;0;False;2wVDWtLKXunswWecARNILj;single;2018-11-12;169566;False;0.0861;0.7509999999999999;0.642;0.0;0.0953;-5.165;0.087;0.38799999999999996;95.045;250b0Wlc5Vk0CoUsaCY84M;0;0
solo day;b1a4;solo day;wm엔터테인먼트;포니캐년코리아;201407;1;0;0;0;0;False;58wbNn4eEsvAqTz4JJxn9L;single;2014-07-14;199040;False;0.11599999999999999;0.6659999999999999;0.9009999999999999;0.0;0.271;-4.018;0.102;0.593;119.945;3sxWOFw4MSN54SIQ8np6iG;0;0
soso;winner;cross;yg entertainment;yg plus;201910-201911;0;0;0;0;0;False;5r8b02M37428Axrmya9Nrv;single;2019-10-23;198277;False;0.42100000000000004;0.711;0.848;0.0;0.235;-4.333;0.0359;0.728;115.988;5DuzBeOgFwViFcv00Q5PFb;0;0
step;kara;3집 step;dsp미디어;stone music entertainment;201109;1;0;1;1;0;False;3YxK7NqMCWDpmrQ82Wvx25;album;2011-09-06;203586;False;0.0113;0.618;0.975;3.09e-06;0.423;-0.883;0.128;0.7609999999999999;122.939;7aZ221EQfonNG2lO9Hh192;0;0
still alive;bigbang;bigbang special edition `still alive`;yg entertainment;지니뮤직;201206;1;0;1;1;0;False;57Saij3BcumlWZsbbqo341;album;2013-11-06;198533;False;0.0318;0.667;0.929;0.0;0.0669;-2.9130000000000003;0.271;0.652;109.954;4Kxlr1PRlDKEB0ekOCyHgX;0;0
stupid liar;bigbang;빅뱅 스페셜에디션;yg entertainment;지니뮤직;201104;1;0;0;0;0;False;7c7h2a6rgCtVixxSzaAY49;album;2011;234786;False;0.0619;0.624;0.81;0.0;0.105;-4.322;0.0337;0.491;127.926;4Kxlr1PRlDKEB0ekOCyHgX;0;0
style;rania;style;예당컴퍼니;카카오 m;201210;0;0;0;0;0;False;3S07mud0hfma9b2f4qB8Dn;album;2013-03-08;202213;False;0.0463;0.732;0.925;1.11e-05;0.261;-1.4769999999999999;0.0705;0.65;131.938;5sUKi0QlHVxvsCzmrhJsFO;0;0
sunday monday;apink;pink blossom;플레이엠엔터테인먼트;카카오 m;201404;0;0;0;0;0;False;6Z6lMNbl4SxxBVYLNS5ihz;single;2014-03-31;214214;False;0.5;0.7509999999999999;0.6809999999999999;0.0;0.218;-3.042;0.0279;0.8220000000000001;95.012;2uWcrwgWmZcQc3IPBs3tfU;0;0
super clap;super junior;time_slip - the 9th album;sm entertainment, label sj;dreamus;201910;0;0;0;0;0;False;52ubrjNeYr0bJNuYGmxfpV;album;2019-10-14;209151;False;0.0452;0.768;0.951;0.0;0.275;-4.404;0.183;0.878;140.026;6gzXCdfYfFe5XKhPKkYqxV;0;0
super star;g-dragon;권지용;yg entertainment;지니뮤직;201706;1;0;0;0;0;False;6BANZxi4uJfJSFxvzHGpX2;single;2017-06-08;225943;False;0.0294;0.7440000000000001;0.718;2.01e-06;0.045;-4.529;0.049;0.364;129.961;30b9WulBM8sFuBo17nNq9c;0;0
save (feat. 팔로알토) (prod. 코드 쿤스트);loopy-sep-paloalto;쇼미더머니 777 episode 3;stone music entertainment;지니뮤직;201811;1;0;0;0;0;True;0nYfnUMS46acI9iEzToCXz;compilation;2018-10-20;307956;False;0.6709999999999999;0.5479999999999999;0.738;0.0;0.128;-3.75;0.301;0.601;170.053;3l9s67pOK4Stw9yW1wr0Bg-sep-2Yv0nlRtzgPl6u0dsS2hFv;0;1
say;yoon mirae;이태원 클라쓰 ost part.8;블렌딩;블렌딩;202004;0;0;0;0;0;False;1uE6BLhJZkNjJvjQMvEsgI;album;2020-03-20;260453;False;0.5529999999999999;0.503;0.405;0.0;0.0932;-4.685;0.0287;0.212;127.228;1Do4bSzfUl0KWL9r1fITu0;1;0
say i love you;4men;you;ywho & 해피페이스 ent.;sony music;201008;0;0;0;0;0;False;6aM4OZZWl2JwOvJfefjKW7;single;2010-08-26;221780;False;0.569;0.495;0.7040000000000001;0.0;0.149;-3.0780000000000003;0.0381;0.382;131.8;7oFIkpNpLrTBgZW6w55W1J;0;0
say so;doja cat;hot pink;kemosabe records/rca records;sony music;202004;0;0;0;0;0;False;3Dv1eDb0MEgF93GpLXlucZ;album;2019-11-07;237893;True;0.256;0.787;0.6729999999999999;3.57e-06;0.0904;-4.577;0.158;0.7859999999999999;110.962;5cj0lLjcoR7YOSnhnX0Po5;0;0
say yes;girls' generation;`the boys` the 3rd album;sm entertainment;sm entertainment;201110;0;0;0;0;0;False;7IJh4JGe9KYYcr3YZNyDcj;album;2011-01-01;226666;False;0.2;0.73;0.898;1.74e-06;0.132;-2.522;0.057999999999999996;0.8740000000000001;139.939;0Sadg1vgvaPqGTOjxu0N6c;0;0
scream;2ne1;2ne1 new album `crush`;yg entertainment;지니뮤직;201402;0;0;0;0;0;False;3bUlHNpmgJJtyOrnifdPdy;album;2012-03-28;222546;False;0.00634;0.693;0.7390000000000001;1.12e-05;0.26;-3.02;0.0453;0.552;128.042;1l0mKo96Jh9HVYONcRl3Yp;0;0
secret;apink;pink luv;플레이엠엔터테인먼트;카카오 m;201411-201412;0;0;0;0;0;False;7AlPJoPrb0MzLolibYg7Kw;single;2014-11-24;237200;False;0.12300000000000001;0.691;0.722;0.0;0.262;-5.492000000000001;0.031;0.475;84.992;2uWcrwgWmZcQc3IPBs3tfU;0;0
see u later;blackpink;square up;yg entertainment;지니뮤직;201806;0;0;0;0;0;False;1ZPMLCzCwIvLbMFWvYiw4H;single;2018-06-15;198866;False;0.0376;0.741;0.9259999999999999;0.0;0.5820000000000001;-3.968;0.11199999999999999;0.5710000000000001;106.99;41MozSoPIsD1dJM0CLPjZF;0;0
see you again (feat. 리처드 용재 오닐);baek ji young-sep-richard yongjae o'neill;미스터 션샤인 ost part 11;stone music entertainment, 화앤담픽쳐스;stone music entertainment;201809;0;0;0;0;0;True;6Rg0gABHzfS3tPif9te46a;single;2018-09-02;227444;False;0.555;0.41100000000000003;0.564;0.0;0.149;-6.513999999999999;0.0416;0.125;66.878;3l0MJ9LCiBlMyOMaz485Q5-sep-2NHEqUrdDTr5S6DaPqWYYn;1;0
selfmade orange (feat. superbee);superbee-sep-changmo-sep-paul blanco;닿는 순간;ambition musik;지니뮤직, stone music entertainment;202001;0;0;0;0;0;True;0smz2ZvEX16BtxdrhMc1Ur;album;2020-03-13;254000;False;0.16699999999999998;0.688;0.8240000000000001;0.0;0.151;-2.9819999999999998;0.3;0.397;138.112;0Q5XzDpn7DCI5jlubok4xb-sep-3hvinNZRzTLoREmqFiKr1b-sep-2fiGm496AG7ePURQiSSJIw;0;0
senorita;(g)i-dle;i made;큐브엔터테인먼트;카카오 m;201903;1;0;0;0;0;False;0q6boCcLaWYPIy2vOsksFg;single;2019-02-26;197616;False;0.0159;0.782;0.8079999999999999;4.33e-05;0.331;-3.139;0.0362;0.42;120.021;2AfmfGFbe0A0WsTYm0SDTx;0;0
sexy lady;jang woo young;23, male, single;jyp entertainment;지니뮤직;201208;0;0;0;0;0;False;4IU8JkUEg0mZOVQUYpXGwg;album;2012-01-01;232280;False;0.0707;0.634;0.841;0.0;0.223;-4.274;0.0409;0.516;122.96600000000001;5cPqEYw43ffQEGFA8hStNW;0;0
sexy love;t-ara;mirage;코어컨텐츠미디어;카카오 m;201209-201210;1;0;1;1;0;False;6s6ZgLs7qexSGgzN4lrLQA;single;2012-09-04;227360;False;0.00659;0.7559999999999999;0.915;3.06e-06;0.0389;-1.858;0.0368;0.9490000000000001;132.056;1R52cwGf75yTf7I3Q0Irf8;0;0
sexy, free & single;super junior;sexy, free & single;sm entertainment;지니뮤직;201207;1;0;0;0;0;False;0NXA8T0dRJGaj4jJ9TfZdD;album;2012-07-01;223881;False;0.000984;0.75;0.919;0.0;0.456;-3.323;0.0327;0.718;114.944;6gzXCdfYfFe5XKhPKkYqxV;0;0
shadow (그림자);beast;2집 hard to love, how to love;큐브엔터테인먼트;universal music;201307-201308;1;0;0;0;0;False;1ZKRXvQlB8GFSxSWlRPagL;album;2013-07-19;216808;False;0.18899999999999997;0.675;0.919;0.0;0.113;-2.124;0.0695;0.732;114.919;1Pr9gT0veB2tgcisQeIGoC;0;0
shake it up!;seo in guk;shake it up!;젤리피쉬 엔터테인먼트;universal music;201108;1;0;0;0;0;False;5j5JHNg0nlPtwLnVRiUuQO;single;2011-08-10;185888;False;0.0029;0.743;0.8809999999999999;0.0;0.326;-3.057;0.0399;0.7929999999999999;128.007;433F0GjVZRnsjP8ztGEso1;0;0
shampoo;after school;1집 virgin;플레디스;카카오 m;201105;1;1;1;1;0;False;50JMmvCIMZCniuFeCOsRc4;album;2011-04-28;274782;False;0.207;0.662;0.9;0.0;0.10300000000000001;-4.5360000000000005;0.0348;0.6890000000000001;126.943;1loWI8jVk9btgJXHgqHXPD;0;0
she;min kyunghoon;2집 소풍;아이에스엔터미디어그룹;카카오 m;201106;0;0;0;0;0;False;2Ucl6T0PTTezGOeLxXb8q1;album;2011-06-27;215928;False;0.313;0.51;0.898;0.0;0.142;-3.364;0.0603;0.517;132.93200000000002;7uv6GgFILw5jZxPnsGzER3;0;0
she (feat. 79);2bic;she;넥스타엔터테인먼트;카카오 m;201311;0;0;0;0;0;True;5rrJJ7M0ZbY7yfOcMi111K;single;2013-11-20;203679;False;0.473;0.6409999999999999;0.745;1.5e-06;0.237;-1.304;0.0777;0.628;98.022;2m4JjhDHG2PfW7WIaZW9ax;0;0
she (hidden track no.v 1월 선정곡);jannabi;she (hidden track no.v 1월 선정곡);페포니 뮤직;카카오 m;201905;1;0;0;0;0;False;57rt6Jj7woE21ae3Ml2vw8;single;2017-09-09;194000;False;0.9129999999999999;0.42700000000000005;0.38;0.0148;0.215;-8.331;0.0255;0.16899999999999998;79.941;2SY6OktZyMLdOnscX3DCyS;0;0
she`s back;infinite;first invasion;울림 엔터테인먼트;stone music entertainment;201008;0;0;0;0;0;False;0WVDnuNxfoVieTeIQg3p7t;single;2010-06-09;194880;False;0.0455;0.746;0.9670000000000001;0.0;0.385;-3.3369999999999997;0.0877;0.792;128.028;1bkpTEmumLC3xc7HgMsttU;0;0
she`s gone;december;she`s gone;씨에스해피엔터테인먼트;씨에스해피엔터테인먼트;201205;1;1;0;0;0;False;6bfilZc0V0MCqXDGpipRlG;single;2012-05-01;233200;False;0.0221;0.636;0.853;0.0141;0.128;-3.153;0.0345;0.7909999999999999;99.936;6WiANXryTQJOTCM3z8jENM;0;0
she`s a baby;zico;she`s a baby;세븐시즌스;stone music entertainment;201704-201705;1;0;1;0;0;False;2sXEt6xhBXrefqPqNTyQNr;single;2017-04-13;164980;False;0.556;0.747;0.441;0.0;0.11699999999999999;-10.032;0.45399999999999996;0.368;76.933;4XpUIb8uuNlIWVKmgKZXC0;0;0
sherlock.셜록 (clue + note);shinee;`sherlock` shinee the 4th mini album;sm entertainment;지니뮤직;201203-201204;1;0;1;0;0;False;0LDUlca0k5iHIlauOPbMw2;album;2014-12-11;245186;False;0.00628;0.603;0.9179999999999999;0.0;0.8320000000000001;-4.271;0.0989;0.231;107.022;2hRQKC0gqlZGPrmUKbcchR;0;0
shine;kim sung kyu;shine;울림 엔터테인먼트;카카오 m;201211;0;0;0;0;0;False;03y9HvH02v9bybS9eGGYlj;single;2012-11-19;277786;False;0.000349;0.5670000000000001;0.838;0.0329;0.0794;-5.007;0.0378;0.8590000000000001;98.00299999999999;56mV6FhCrg12O6mOTLxo73;0;0
shine your light;park hyo shin;shine your light;젤리피쉬 엔터테인먼트;stone music entertainment;201504;1;0;1;0;0;False;1RLtK9gjtll02DR8yLIk5e;album;2016-10-03;255926;False;0.36200000000000004;0.586;0.46299999999999997;0.0;0.19899999999999998;-8.219;0.027000000000000003;0.49200000000000005;91.005;57htMBtzpppc1yoXgjbslj;0;0
shock;beast;shock of the new era;큐브엔터테인먼트;universal music;201003;1;0;1;0;0;False;2nzKrSghWXVnpudod8SKoY;single;2010-03-01;225594;False;0.0020800000000000003;0.69;0.904;0.0;0.0793;-3.83;0.0365;0.525;134.96200000000002;1Pr9gT0veB2tgcisQeIGoC;0;0
show! show! show!;girls' generation;`run devil run` the 2nd album (repacka...;sm entertainment;지니뮤직;201002;1;0;1;0;0;False;5jr7kSXEcAyfxey3zLtreN;album;2010-03-22;218346;False;0.0153;0.753;0.961;0.0272;0.209;-1.217;0.0481;0.879;125.51299999999999;0Sadg1vgvaPqGTOjxu0N6c;0;0
sing for you;exo;sing for you - 겨울 스페셜 앨범, 2015;sm entertainment;지니뮤직;201512;1;0;1;0;0;False;7htOPFqaCfI6j5ssnz2cla;single;2015-12-10;235036;False;0.852;0.341;0.28800000000000003;0.0;0.363;-7.544;0.0335;0.44299999999999995;170.202;3cjEqqelV9zb4BYE3qDQ4O;0;0
sir duke;bang ye dam;sbs k팝 스타 시즌2 top 8;sbs 콘텐츠허브;카카오 m;201303;0;0;0;0;0;False;4neDAlupzYOA0IZi2WEslO;single;2013-03-03;214374;False;0.415;0.763;0.546;0.0;0.142;-6.4479999999999995;0.156;0.35700000000000004;111.03200000000001;1slszTGbkp1uNnI6G5uD0X;0;1
sixth sense;brown eyed girls;sixth sense;내가 네트워크;카카오 m;201109-201110;1;0;1;0;0;False;1wwuD36K0lZ9RDJPnGUXnT;album;2011-09-16;227866;False;0.0279;0.6729999999999999;0.9329999999999999;0.0;0.35700000000000004;-1.4140000000000001;0.16899999999999998;0.662;127.905;2GEPtT5RDxrmdi0A4mbDi7;0;0
smile again;winner;2014 s/s;yg entertainment;지니뮤직;201408;0;0;0;0;0;False;15ACIGQ5IiM8V3rAJZ02l1;album;2014-08-11;199948;False;0.0689;0.763;0.826;0.0;0.0847;-4.3469999999999995;0.0729;0.716;128.064;5DuzBeOgFwViFcv00Q5PFb;0;0
snapping;chung ha;flourishing;mnh entertainment;지니뮤직, stone music entertainment;201906-201907-201908-201909;1;0;1;0;0;False;7JCi89HGiURxFpr6NITY7q;single;2019-06-24;213164;False;0.0706;0.7509999999999999;0.726;3.42e-06;0.278;-3.4989999999999997;0.038;0.581;104.914;2PSJ6YriU7JsFucxACpU7Y;0;0
so cold;lee hyori;h-logic;stone music entertainment;stone music entertainment;201004;0;0;0;0;0;False;13Z4eIhHomJIve7ywpE01C;album;2011-09-10;204435;False;0.0105;0.611;0.866;6.06e-06;0.29;-4.5489999999999995;0.353;0.6779999999999999;154.001;4FjoOJAndC0s9ZJUo6VGc5;0;0
so cool (쏘쿨);sistar;1집 so cool;스타쉽엔터테인먼트;카카오 m;201108-201109;1;0;2;1;0;False;4yHrnHRkY8ZEZUHPdsRno2;album;2011-08-09;201299;False;0.0278;0.75;0.9440000000000001;0.0;0.43700000000000006;-2.6319999999999997;0.0541;0.861;128.037;2wTLheTmMcFCA4hdY8hZJP;0;0
so hot;beast;time;큐브엔터테인먼트;universal music;201410;0;0;0;0;0;False;5kPzc9zxAn2WnpjCGJIql4;single;2014-10-20;189178;False;0.465;0.674;0.784;0.0;0.319;-4.284;0.0325;0.6890000000000001;104.96700000000001;1Pr9gT0veB2tgcisQeIGoC;0;0
so sick;ne-yo;so sick (single);universal music;universal music;201002;0;0;0;0;0;False;6brl7bwOHmGFkNw3MBqssT;single;2006-01-01;207186;False;0.24600000000000002;0.452;0.574;0.0;0.18899999999999997;-8.336;0.31;0.58;92.791;21E3waRsmPlU7jZsS13rcj;0;0
so what;bts;love yourself 轉 `tear`;빅히트 엔터테인먼트;dreamus;201805-201806;0;0;0;0;0;False;4CvId64YZSB0RfRdfzPIQU;album;2018-05-18;281520;False;0.0238;0.6559999999999999;0.883;0.0;0.0481;-4.294;0.0737;0.46;129.947;3Nrfpe0tUJi4K4DXYWgMUX;0;0
somebody;15&;somebody;jyp entertainment;지니뮤직;201304;1;0;1;0;0;True;24q9vmKkD5ks1W5QUUakJz;single;2013-04-07;190171;False;0.34700000000000003;0.672;0.905;0.0;0.5489999999999999;-2.8760000000000003;0.138;0.848;175.985;1AAJLswvl7anW1RhTTFzxN;0;0
somebody to love;bigbang;빅뱅 미니앨범 4집;yg entertainment;지니뮤직;201102-201103;1;0;0;0;0;False;19Qlz0c9m66XYJnwLK6TWj;album;2011;214640;False;0.061;0.779;0.8809999999999999;0.0;0.111;-3.122;0.0499;0.8009999999999999;127.999;4Kxlr1PRlDKEB0ekOCyHgX;0;0
something;girl's day;걸스데이 미니앨범 3집;드림티 엔터테인먼트;카카오 m;201401-201402-201403;1;0;2;1;1;False;3xHIyErJUeuy0MpjUKRuPw;album;2015-07-07;200705;False;0.179;0.813;0.6829999999999999;0.0;0.0748;-3.813;0.0285;0.6679999999999999;107.95;13kJgvU22LHMsJtGWLmx7W;0;0
something;tvxq!;tvxq! the 7th album `tense`;sm entertainment;지니뮤직;201401;1;0;1;0;0;False;3bEbqaDdECyZg8CUDYKEGY;album;2014-01-06;241375;False;0.0546;0.68;0.985;0.0228;0.115;-0.47;0.177;0.67;154.942;6nVMMEywS5Y4tsHPKx1nIo;0;0
something new;taeyeon;something new - the 3rd mini album;sm entertainment;dreamus;201806;0;0;0;0;0;False;6oDX7N6VnXSyLdyGsDP5jV;album;2018-06-18;200440;False;0.15;0.679;0.88;3.87e-05;0.575;-2.344;0.239;0.789;98.022;3qNVuliS40BLgXGxhdBdqu;0;0
soulmate (feat. 아이유);zico-sep-iu;soulmate;세븐시즌스;sony music;201808-201809;1;1;1;1;0;True;1pz24zu5H9A0S1a2NKT4F0;single;2018-07-30;219390;False;0.23399999999999999;0.855;0.58;0.0;0.0965;-6.9510000000000005;0.141;0.518;96.99799999999999;4XpUIb8uuNlIWVKmgKZXC0-sep-3HqSLMAZ3g3d5poNaI7GOU;0;0
special;beast;shock of the new era;큐브엔터테인먼트;universal music;201005;0;0;0;0;0;False;0oVMNsYPRm3GkXc9lntVAm;single;2010-03-01;197983;False;0.0062;0.674;0.877;0.0;0.0512;-2.541;0.0658;0.7440000000000001;128.024;1Pr9gT0veB2tgcisQeIGoC;0;0
special girl (feat. bumkey);infinite h-sep-bumkey;fly high;울림 엔터테인먼트;카카오 m;201301-201302;1;0;1;0;0;True;0ef1V9YLnik4NIzfHQ1Zqn;single;2013-01-11;248160;False;0.23199999999999998;0.716;0.753;1.4800000000000002e-05;0.0653;-6.4079999999999995;0.0994;0.747;94.012;6wG0oxTnYjwcjpdK3YRtR1-sep-3vhZuZdMksbnJwoE3AwpXq;0;0
special love;wheesung, gummy;special love;ymc엔터테인먼트, c-jes엔터테인먼트;카카오 m;201312;1;1;1;1;0;True;3mXGnCVOm6m3Y8K1XWjUFE;single;2013-11-29;204694;False;0.408;0.603;0.792;0.0;0.16899999999999998;-2.812;0.162;0.6509999999999999;89.881;24mcL7RbnhKUZFD6eVvY67;0;0
square (2017);yerin baek;every letter i sent you.;블루바이닐;dreamus;201912-202001-202002-202003-202004;1;0;2;0;0;False;0WZhf0isd4av5qlFfKknC3;album;2019-12-10;261762;False;0.0626;0.514;0.792;0.0;0.259;-5.242000000000001;0.0404;0.514;99.897;6dhfy4ByARPJdPtMyrUYJK;0;0
stand up (intro.);x1;비상 _ quantum leap;swing entertainment, stone music entertainment;지니뮤직, stone music entertainment;201909;0;0;0;0;0;False;78zidUN8YXrqC2P3BRNO8v;single;2019-08-27;130773;False;0.0382;0.674;0.9059999999999999;0.0;0.0522;-5.296;0.114;0.623;100.051;6C4irZ60X8G7UimMRQiCcg;0;0
standing in the rain;nell;slip away;울림 엔터테인먼트;카카오 m;201204;0;0;0;0;0;False;3QMi2TZXK2CZxMZGEBMVHW;album;2012-04-10;315026;False;0.006999999999999999;0.5539999999999999;0.555;0.0;0.0593;-6.7379999999999995;0.0315;0.303;82.01;5WY88tCMFA6J6vqSN3MmDZ;0;0
starlight (feat. dean);taeyeon-sep-dean;why- the 2nd mini album;sm entertainment;지니뮤직;201607;1;0;0;0;0;True;6naawfkrkxE2fkx7YFviSj;album;2016-06-25;223606;False;0.0329;0.628;0.723;0.0;0.292;-4.962;0.0571;0.5710000000000001;93.958;3qNVuliS40BLgXGxhdBdqu-sep-5mCyKKJpgZfjRFuXPsoFm5;0;0
stay;exo;universe - 겨울 스페셜 앨범, 2017;sm entertainment;지니뮤직;201801;0;0;0;0;0;False;7qA1ly9O3kKuUIJD3Ia4u3;single;2017-12-26;230958;False;0.46399999999999997;0.792;0.741;1.46e-06;0.154;-6.862;0.113;0.341;111.99600000000001;3cjEqqelV9zb4BYE3qDQ4O;0;0
stay;mblaq;blaq style;j.tune camp;stone music entertainment;201101;1;0;0;0;0;False;0Q2uAamKg36f2KH0NSepT7;album;2011-01-10;200556;False;0.0013;0.723;0.9;0.0;0.0946;-3.363;0.0917;0.48;129.934;14f1WN9TUDVBK4sHUStmLG;0;0
