title;singer;album;producer;distributor;is_popular;num_times_top_10;num_times_top_5;num_times_top_1;is_collab;spotify_uri;album_type;duration_ms;explicit;acousticness;danceability;energy;instrumentalness;liveness;loudness;speechiness;valence;tempo;singer_id;is_ost;for_reality_tvshow;times_in_chart;first_time_in_chart_date;first_time_in_chart_year;first_time_in_chart_month;first_time_in_chart_quarter;first_time_in_chart_period
b.b.b (big baby baby);dalshabet;the 7th mini album `b.b.b`;해피페이스 엔터테인먼트;카카오 m;1;0;0;0;False;22JYAncqQl1XO9LHbpd2sT;album;224974;False;0.0456;0.758;0.884;0.000155;0.281;-2.1180000000000003;0.0284;0.826;126.00399999999999;10xsuRNvidaOLxWd3fRIel;0;0;1;2014-01-01;2014;1;1;holiday
baam;momoland;fun to the world;엠엘디엔터테인먼트, 카카오 m;카카오 m;1;0;0;0;False;4Is1b37KJY9XVCgzp81FBW;single;208474;False;0.115;0.725;0.94;0.0043100000000000005;0.0864;-2.32;0.0435;0.905;127.051;5RR0MLwcjc87wjSw2JYdwx;0;0;2;2018-07-01;2018;7;3;summer
baby baby;winner;exit _ e;yg entertainment;지니뮤직;1;0;0;0;False;5LnFGGk0RS1FNc8bfWyaHS;single;246253;False;0.049;0.536;0.53;0.0;0.337;-6.178999999999999;0.0403;0.309;179.91400000000004;5DuzBeOgFwViFcv00Q5PFb;0;0;1;2016-02-01;2016;2;1;other
baby good night;gd&top;gd & top 정규앨범 1집;yg entertainment;stone music entertainment;0;0;0;0;True;2oGmdVqkbq4qT973lkQMnL;album;210476;False;0.435;0.667;0.679;0.0;0.10400000000000001;-5.994;0.0887;0.32299999999999995;90.03;3e3oLJehq4vQl2H0FAJnvn;0;0;1;2011-01-01;2011;1;1;holiday
back seat;jyj;just us;씨제스엔터테인먼트;오감엔터테인먼트;0;0;0;0;False;04x1TuRcTH0chX16jSaBWm;single;190126;False;0.22;0.539;0.737;0.0;0.127;-5.1610000000000005;0.0821;0.59;144.089;23pnZUOyyTzYzg5GZSvj4Y;0;0;1;2014-07-01;2014;7;3;summer
bad boy;bigbang;빅뱅 미니앨범 5집 alive;yg entertainment;지니뮤직;1;1;1;0;False;79JjevZxTK4DKntcVbfrOv;album;238000;False;0.0233;0.593;0.735;0.0;0.0923;-3.9789999999999996;0.0927;0.425;74.967;4Kxlr1PRlDKEB0ekOCyHgX;0;0;1;2012-03-01;2012;3;1;other
bae bae;bigbang;m;yg entertainment;지니뮤직;1;1;1;0;False;3CV5ak1oN85Vjx1NHiLK7H;album;169482;False;0.0084;0.687;0.63;0.0;0.20800000000000002;-4.914;0.0401;0.402;140.011;4Kxlr1PRlDKEB0ekOCyHgX;0;0;3;2015-05-01;2015;5;2;other
band;changmo-sep-hash swan-sep-ash island-sep-keem hyo-eun;band;앰비션뮤직;지니뮤직, stone music entertainment;1;0;0;0;True;6pcowpkBe9ukn0cUB1ojuN;single;245874;True;0.0516;0.7929999999999999;0.616;0.0;0.0678;-7.947;0.324;0.455;143.002;3hvinNZRzTLoREmqFiKr1b-sep-3yVEZNS0ateVfoj8FuazKg-sep-7IEhlwWQA7pCkEvzwwHehE-sep-59KuGY6nfY3w39O0qYVA7p;0;0;7;2019-07-01;2019;7;3;summer
be i;b.i;쇼미더머니3 part 1;stone music entertainment;stone music entertainment;1;0;0;0;False;0toxcMZRBuZqm0seuJmK9X;single;184424;True;0.391;0.768;0.655;0.0;0.0849;-3.6260000000000003;0.17;0.155;87.96600000000002;0UntV1Bw2hk3fbRrm9eMP6;0;1;1;2014-08-01;2014;8;3;summer
beautiful;exo;the 2nd album `exodus`;sm entertainment;지니뮤직;0;0;0;0;False;23ZOetlqB0jACaFRStNmyO;album;243054;False;0.0176;0.713;0.72;0.0;0.33799999999999997;-4.499;0.027999999999999997;0.326;111.03;3cjEqqelV9zb4BYE3qDQ4O;0;0;1;2015-04-01;2015;4;2;other
bermuda triangle (feat. crush, dean);zico-sep-crush-sep-dean;bermuda triangle;세븐시즌스;stone music entertainment;1;0;0;0;True;2UKT6K3gydaJ8MGDgeQtQz;single;207026;False;0.0592;0.469;0.8190000000000001;0.0;0.17800000000000002;-3.469;0.306;0.33399999999999996;89.01299999999998;4XpUIb8uuNlIWVKmgKZXC0-sep-6aLdhHUqgdKE86xbtNmY8g-sep-3eCd0TZrBPm2n9cDG6yWfF;0;0;1;2016-12-01;2016;12;4;holiday
birthday;somi;birthday;the black label;yg plus;1;0;0;0;False;3jsWXhE5NuPWQ4IHplv2zt;single;185796;False;0.0163;0.687;0.843;9.96e-06;0.0372;-4.242;0.109;0.597;180.055;7zYj9S9SdIunYCfSm7vzAR;0;0;2;2019-06-01;2019;6;2;summer
blue moon (prod. groovyroom);hyolyn;blue moon;스타쉽엔터테인먼트;카카오 m;1;1;0;0;True;0CPWIY1etGeJLg12CAuP4n;single;203057;False;0.158;0.7859999999999999;0.7829999999999999;0.0;0.109;-5.598;0.0451;0.449;106.98700000000001;78sJswwVn4P8aEhkF4K6fQ;0;0;3;2017-04-01;2017;4;2;other
boomerang (부메랑);wanna one;0+1=1 (i promise you);ymc엔터테인먼트, stone music entertainment;stone music entertainment;1;0;0;0;False;1Sut9GDPerEJriTrwXMIA3;album;183475;False;0.0292;0.73;0.9129999999999999;0.0;0.10400000000000001;-2.7489999999999997;0.0781;0.737;99.97399999999999;2CvaqAMMsX576VBehaJ0Wx;0;0;2;2018-03-01;2018;3;1;other
born hater (feat. 빈지노, 버벌진트, b.i, mino...;epik high-sep-beenzino-sep-verbal jint-sep-b.i-sep-mino-sep-bobby;신발장;yg entertainment;지니뮤직;1;1;0;0;True;5U7tpgpGPatDwrpUn5MuZg;album;327126;False;0.0271;0.7879999999999999;0.7759999999999999;0.0;0.313;-5.516;0.315;0.87;97.97;5snNHNlYT2UrtZo5HCJkiw-sep-124cRQcY01HTlRtxEJCNwj-sep-24sQuJhQ85ZygDG7sUVUxR-sep-0UntV1Bw2hk3fbRrm9eMP6-sep-3ytV7vc4ZuwGgwaOuWvkk8-sep-14WqfOhlyMpD8YHMpfJkpv;0;0;2;2014-10-01;2014;10;4;other
breathe;ab6ix;b_complete;브랜뉴뮤직;warner music;0;0;0;0;False;4XbyRgWe6yU4wE6WShdTEs;album;217823;False;0.0641;0.818;0.8490000000000001;0.0;0.0839;-4.399;0.20600000000000002;0.605;124.954;4y0wFJ5jmCUNRLZfsw1I7g;0;0;1;2019-05-01;2019;5;2;other
btd (before the dawn);infinite;evolution;울림 엔터테인먼트;stone music entertainment;0;0;0;0;False;1IoCgKZwRgvMZzha9c52jM;single;184453;False;0.0222;0.39899999999999997;0.9640000000000001;0.0;0.154;-2.412;0.13699999999999998;0.757;204.118;1bkpTEmumLC3xc7HgMsttU;0;0;1;2011-02-01;2011;2;1;other
bubibu (remix ver.);apink;bubibu;플레이엠엔터테인먼트;stone music entertainment;0;0;0;0;False;0IWHoBCURnlqXlKp7uuWRi;single;215593;False;0.315;0.752;0.695;0.0;0.256;-6.813;0.0358;0.6809999999999999;118.00200000000001;2uWcrwgWmZcQc3IPBs3tfU;0;0;1;2012-08-01;2012;8;3;summer
bungee (fall in love);oh my girl;oh my girl summer package (fall in lov...;wm엔터테인먼트;카카오 m;0;0;0;0;False;0QQe9wGk7aZFa5gOAwAJ0w;album;177400;False;0.272;0.68;0.934;0.0;0.0737;-1.4409999999999998;0.11699999999999999;0.74;127.97399999999999;2019zR22qK2RBvCqtudBaI;0;0;5;2019-11-01;2019;11;4;holiday
baaam (feat. muzie);dynamicduo-sep-muzie;7집 lucky numbers;아메바컬쳐;카카오 m;1;1;1;1;True;5mMtBgb5saU0dSz6npwiKw;album;220880;False;0.0437;0.61;0.8;0.0;0.0405;-5.544;0.21100000000000002;0.682;99.193;4nvFFLtv7ZqoTr83387uK4-sep-6RzEJR9Jz1DFFjZOVm8Xtg;0;0;1;2013-07-01;2013;7;3;summer
babay (feat. gaeko);zion.t-sep-gaeko;1집 red light;아메바컬쳐;카카오 m;1;0;0;0;True;61yCHvf0FoBtnnDwqOtbHp;album;245971;False;0.255;0.728;0.6809999999999999;0.0;0.11599999999999999;-6.099;0.17800000000000002;0.6920000000000001;109.921;5HenzRvMtSrgtvU16XAoby-sep-0tkHE1pQ5ZCgQb8WZ0ba79;0;0;1;2013-04-01;2013;4;2;other
baby i love you;suki;baby i love you;넥스타엔터테인먼트;카카오 m;0;0;0;0;False;2mjKN6bqfPn10JBMVHnzNj;single;190223;False;0.355;0.74;0.605;0.0;0.303;-6.934;0.0284;0.7959999999999999;123.99700000000001;2moEpVrvwnQKjR9ZaDgbVk;0;0;1;2012-08-01;2012;8;3;summer
baby i miss you;2ne1;2ne1 new album `crush`;yg entertainment;지니뮤직;0;0;0;0;False;3XNqL9MU3Sk6a758YRXYHP;album;192083;False;0.166;0.789;0.616;0.0;0.209;-4.796;0.0469;0.25;102.00299999999999;1l0mKo96Jh9HVYONcRl3Yp;0;0;1;2014-02-01;2014;2;1;other
baby i`m sorry;myname;myname 1st mini album;h-entercom;카카오 m;0;0;0;0;False;7C3bb3oP3Hzov8Jof9FcqV;album;222304;False;0.122;0.597;0.9470000000000001;0.0;0.27399999999999997;-2.033;0.0667;0.58;127.962;1Q8ON7PhIGhFtgbfzx13CK;0;0;1;2013-07-01;2013;7;3;summer
baby i`m sorry;b1a4;the b1a4ⅰ(ignition);wm엔터테인먼트;포니캐년코리아;0;0;0;0;False;2ZmuOr7GoltAzEqB0Svd5W;album;211680;False;0.0934;0.591;0.914;0.0;0.324;-2.885;0.0599;0.414;132.996;3sxWOFw4MSN54SIQ8np6iG;0;0;1;2012-04-01;2012;4;2;other
baby it`s cold outside;sung si kyung;winter wonderland;젤리피쉬 엔터테인먼트;stone music entertainment;0;0;0;0;True;5h4G45UI6ktiBfad3BaqN8;album;174326;False;0.55;0.58;0.335;0.0;0.0795;-8.621;0.0276;0.465;112.031;7jFUYMpMUBDL4JQtMZ5ilc;0;0;1;2014-12-01;2014;12;4;holiday
baby you are;exo;obsession - the 6th album;sm entertainment;dreamus;0;0;0;0;False;1j37dCqGQuvWNYg80RIiOu;album;178920;False;0.11800000000000001;0.768;0.778;0.0;0.20199999999999999;-6.184;0.0728;0.784;107.935;3cjEqqelV9zb4BYE3qDQ4O;0;0;1;2020-01-01;2020;1;1;holiday
baby, don`t cry (인어의 눈물);exo;the 1st album xoxo (kiss & hug);sm entertainment;지니뮤직;0;0;0;0;False;7M4eO9xXwmAnO0hq6XDles;album;233955;False;0.34700000000000003;0.653;0.8270000000000001;0.0;0.14400000000000002;-4.178999999999999;0.0418;0.42200000000000004;137.947;3cjEqqelV9zb4BYE3qDQ4O;0;0;1;2013-06-01;2013;6;2;summer
back;infinite;be back;에스엠컬처앤콘텐츠레이블울림;카카오 m;1;0;0;0;False;0uAsZrUZNHLg0JrnrSWuej;album;233893;False;0.237;0.565;0.813;0.0;0.11;-3.7560000000000002;0.0681;0.6729999999999999;128.019;1bkpTEmumLC3xc7HgMsttU;0;0;2;2014-07-01;2014;7;3;summer
back it up;jewelry;back it up;스타제국;stone music entertainment;1;0;0;0;False;5ak8mTO3Aw1KSsb3wf41oc;single;214047;False;0.0748;0.601;0.88;4.31e-06;0.907;-4.319;0.26;0.873;187.92;01iyQzyns6Ab0LxjYvHcg9;0;0;1;2011-02-01;2011;2;1;other
bad;christopher;bad;parlophone denmark;warner music;0;0;0;0;False;6L2TOTO0JjlVuKBnIuWcVY;single;190371;True;0.0664;0.7609999999999999;0.585;0.0;0.505;-7.2520000000000024;0.1;0.684;96.09;3zDRCqOhJXJfS2YWOEwGMC;0;0;7;2020-01-01;2020;1;1;holiday
bad;infinite;reality;에스엠컬처앤콘텐츠레이블울림;카카오 m;1;0;0;0;False;2N8gVC6b45879mbNo9IMZr;single;216244;False;0.24;0.6890000000000001;0.858;0.0;0.134;-3.051;0.11599999999999999;0.45799999999999996;99.994;1bkpTEmumLC3xc7HgMsttU;0;0;1;2015-07-01;2015;7;3;summer
bad boy;red velvet;the perfect red velvet - the 2nd album...;sm entertainment;dreamus;1;2;1;0;False;5GKwq4sO5ZHKuWaDmdwMQc;album;210817;False;0.191;0.7140000000000001;0.736;0.0;0.0553;-3.801;0.0457;0.8140000000000001;149.985;1z4g3DjTBBZKhvAroFlhOM;0;0;3;2018-02-01;2018;2;1;other
bad girl good girl;miss a;bad but good;jyp entertainment;카카오 m;1;2;2;1;False;7kTKAdVVlDxve6Qr7Hm7Qc;album;217560;False;0.1;0.7929999999999999;0.805;9.03e-05;0.0641;-4.224;0.0438;0.507;135.987;1BEohdSWSBggmO979tzRwW;0;0;2;2010-07-01;2010;7;3;summer
bad girls;lee hyori;5집 monochrome;b2m 엔터테인먼트, stone music entertainment;stone music entertainment;1;0;0;0;False;5mM25SRwvB4fRzvUOc57oT;album;207466;False;0.0856;0.6970000000000001;0.728;0.0;0.0641;-3.4139999999999997;0.0434;0.867;150.023;4FjoOJAndC0s9ZJUo6VGc5;0;0;2;2013-05-01;2013;5;2;other
ballerino;leessang-sep-ali;4집 black sun;제이엔터컴;위지스;0;0;0;0;True;2GPLS9GiUFWBrDohJmsAr5;album;267320;False;0.218;0.688;0.779;0.0;0.35200000000000004;-4.467;0.0487;0.716;95.041;0JGN9XIqm3vfg7hhPHjExI-sep-7k5N7JJKEPUPQfK8whGITe;0;0;1;2012-01-01;2012;1;1;holiday
banana (feat. swings, jc지은);g.na-sep-jc ji ieun-sep-swings;top girl;큐브엔터테인먼트;universal music;0;0;0;0;True;4zMOfNvA5n1Gz1H4qWx3kC;single;209397;False;0.0751;0.7340000000000001;0.782;0.0;0.35;-4.177;0.149;0.584;93.012;3hzcooxMtbApMTvvn6XKVA-sep-7cdcW3AcUmDFc04gzypFjL-sep-6F5tPDq3TIduDv2ki6O1Oq;0;0;1;2011-08-01;2011;8;3;summer
bandz up (prod. by dok2 / feat. dok2);truedy-sep-dok2;언프리티 랩스타 2 track 6 & 7;stone music entertainment;stone music entertainment;0;0;0;0;True;33TMwj3LejiPXcIAQOdtEj;compilation;208831;True;0.00629;0.586;0.8;0.0;0.405;-4.579;0.32899999999999996;0.563;154.091;38G7epclTfu3wgkiVVLjCV-sep-0rW6fVd3yuW2CF2sLYWQtE;0;1;1;2015-10-01;2015;10;4;other
be my baby;wonder girls;wonder world;jyp entertainment;카카오 m;1;2;1;1;False;4H3nLd4sDY2OBsugvJc0ql;album;211811;False;0.105;0.62;0.8290000000000001;0.0;0.337;-5.511;0.069;0.431;165.02700000000004;3Cv2vi3WTl8VZOTdrBkKdM;0;0;2;2011-11-01;2011;11;4;holiday
beautiful;wanna one;1-1=0 (nothing without you);ymc엔터테인먼트, stone music entertainment;stone music entertainment;1;2;2;0;False;1H0zKZDwR19OGD3zKrwuTG;album;196799;False;0.415;0.507;0.855;0.0;0.331;-3.62;0.15;0.391;159.808;2CvaqAMMsX576VBehaJ0Wx;0;0;3;2017-11-01;2017;11;4;holiday
beautiful;beast;lights go on again;큐브엔터테인먼트;universal music;1;1;0;0;False;6CDtmm9IbYYKnWWRgUmVRo;single;217746;False;0.025;0.695;0.912;0.0;0.0474;-4.552;0.0326;0.9109999999999999;136.984;1Pr9gT0veB2tgcisQeIGoC;0;0;2;2010-11-01;2010;11;4;holiday
beautiful;crush;도깨비 ost part 4;stone music entertainment, 화앤담픽쳐스;stone music entertainment;1;3;2;0;False;7i6FTYnqGAy7ICUB8bkPoh;single;227583;False;0.8420000000000001;0.524;0.405;0.0;0.107;-6.145;0.027999999999999997;0.237;109.984;6aLdhHUqgdKE86xbtNmY8g;1;0;4;2016-12-01;2016;12;4;holiday
beautiful lady (original ver.);jung yup;beautiful lady (digital single);인넥스트 트렌드;카카오 m;0;0;0;0;False;4Q15geWJ8FXghfkpqeHkJv;single;234548;False;0.769;0.637;0.413;0.0;0.142;-7.974;0.0301;0.605;79.85300000000002;4WMs26vY2z4DWUmWnDVaYP;0;0;1;2012-03-01;2012;3;1;other
beautiful stranger (by f(amber＋luna＋kr...;f(x);electric shock;sm entertainment;지니뮤직;0;0;0;0;False;7D9K1zpfSiNUV7FJ4erWyl;single;248040;False;0.0402;0.589;0.8;0.0;0.087;-4.838;0.235;0.593;174.00099999999995;3wRA5UYoo08BBKJnzyKkpF;0;0;1;2012-06-01;2012;6;2;summer
beautiful tomorrow;park hyo shin;i am a dreamer;글러브엔터테인먼트;카카오 m;0;0;0;0;False;3ZJ8tWNT983S4rhqDIUkAu;album;294502;False;0.735;0.349;0.28300000000000003;0.0;0.124;-10.214;0.0337;0.151;130.626;57htMBtzpppc1yoXgjbslj;0;0;1;2016-11-01;2016;11;4;holiday
because i love you;vibe;memories;뮤직앤뉴;stone music entertainment;0;0;0;0;False;3QLqJxMq17gg3zXHk0T4F2;single;308040;False;0.804;0.499;0.354;0.0;0.0991;-8.144;0.0327;0.311;85.06;68ym0sOo7MazZxScbm1wtI;0;0;1;2014-10-01;2014;10;4;other
because of you;taewoo kim;because of you;sony music;sony music;0;0;0;0;False;5L4Cyax7z78tCwcuz3HTHs;single;250280;False;0.7909999999999999;0.596;0.47100000000000003;0.0;0.19;-4.461;0.0337;0.28300000000000003;125.598;043zeSVroAJjRROZ7l3vIK;0;0;1;2010-12-01;2010;12;4;holiday
because of you;baek ji young;하이드 지킬, 나 ost part 2;㈜메이스 엔터테인먼트;stone music entertainment;1;0;0;0;False;0TaJSGtwsh1J825e9LeHuD;compilation;242964;False;0.758;0.61;0.42100000000000004;0.0;0.114;-6.311;0.0319;0.19699999999999998;91.90899999999999;3l0MJ9LCiBlMyOMaz485Q5;1;0;1;2015-02-01;2015;2;1;other
because of you;yoon mirae;because of you;sm entertainment;지니뮤직;0;0;0;0;False;5ZHGePJOSIbK5NezBAxBBJ;single;210426;False;0.805;0.431;0.368;0.0;0.3720000000000001;-7.44;0.0367;0.36200000000000004;136.887;1Do4bSzfUl0KWL9r1fITu0;0;0;2;2016-02-01;2016;2;1;other
begin;bts;wings;빅히트 엔터테인먼트;카카오 m;0;0;0;0;False;6KQSeSPqBa15gMWLO1fdkk;album;229740;False;0.00361;0.5660000000000001;0.8440000000000001;0.00025699999999999996;0.141;-5.222;0.0444;0.29100000000000004;131.049;3Nrfpe0tUJi4K4DXYWgMUX;0;0;1;2016-10-01;2016;10;4;other
best of me;bts;love yourself 承 `her`;빅히트 엔터테인먼트;카카오 m;0;0;0;0;False;3KGEbCfnzAzFVimY9p62MN;album;227191;False;0.0298;0.6509999999999999;0.7559999999999999;0.0;0.396;-4.388;0.0762;0.473;121.96;3Nrfpe0tUJi4K4DXYWgMUX;0;0;1;2017-11-01;2017;11;4;holiday
betcha;baekhyun;city lights - the 1st mini album;sm entertainment;dreamus;0;0;0;0;False;1YhC9zXqhm1zsFpcf7vTPN;album;201475;False;0.135;0.684;0.705;0.0;0.21899999999999997;-3.5069999999999997;0.0881;0.529;101.92399999999999;4ufh0WuMZh6y4Dmdnklvdl;0;0;1;2019-07-01;2019;7;3;summer
better together;se7en;digital bounce (ep);yg entertainment;stone music entertainment;1;0;0;0;False;6r2RWys84mPOYBMHXbrPZN;album;218120;False;0.00971;0.782;0.813;0.0;0.344;-3.7880000000000003;0.0385;0.7879999999999999;119.99799999999999;14yLuCwlBqteUdBqx9soJV;0;0;1;2010-08-01;2010;8;3;summer
big boy (feat. bee of rphabet);san e-sep-bee;big boy;프로덕션 코스믹사운드;오감엔터테인먼트;0;0;0;0;True;3vmxLbB9SdxdQqnqiA4th0;single;214035;False;0.0816;0.6579999999999999;0.867;0.0;0.168;-5.397;0.151;0.322;86.976;61MMiylth1injW39oZBuYB-sep-6HbkriIB1ZtvtMyh07cXg5;0;0;1;2013-05-01;2013;5;2;other
black & white;g.na;black & white;큐브엔터테인먼트;universal music;1;1;1;0;False;3fvZGpslpQexu8e8AsKgCU;album;208573;False;0.11199999999999999;0.777;0.856;0.0008359999999999999;0.0347;-1.33;0.0784;0.6559999999999999;133.974;3hzcooxMtbApMTvvn6XKVA;0;0;2;2011-02-01;2011;2;1;other
black (feat. jennie kim);g-dragon-sep-sky ferreira;쿠데타 (coup d`etat);yg entertainment;지니뮤직;1;1;1;0;True;4zjv3xJnWo4OMd5rOBTP7o;album;203772;False;0.3670000000000001;0.49;0.573;0.0;0.28;-9.321;0.365;0.462;84.705;30b9WulBM8sFuBo17nNq9c-sep-7pyhre5oEEFMqcgMEvJY7q;0;0;1;2013-09-01;2013;9;3;other
black swan;bts;map of the soul _ 7;빅히트 엔터테인먼트;dreamus;1;0;0;0;False;5smmjzMNkj4YSacTBH6taZ;album;198760;False;0.166;0.7140000000000001;0.736;0.0;0.133;-5.724;0.0819;0.536;147.037;3Nrfpe0tUJi4K4DXYWgMUX;0;0;5;2020-01-01;2020;1;1;holiday
blowin′ my mind;brown eyed soul;3집 browneyed soul;인넥스트 트렌드;stone music entertainment;0;0;0;0;False;2bTY6iyXwqzAJtbDTW9If0;album;271613;False;0.0797;0.556;0.789;0.00205;0.195;-6.865;0.0396;0.731;92.98100000000001;7AVa6rcpTQWVqgy91llPP5;0;0;1;2010-04-01;2010;4;2;other
blue;bol4;red diary page.1;쇼파르뮤직;카카오 m;1;1;0;0;False;4rmCUodFiPbIIV9Vdof42A;single;186213;False;0.731;0.7959999999999999;0.5770000000000001;0.0;0.16899999999999998;-4.4239999999999995;0.0375;0.777;114.986;4k5fFEYgkWYrYvtOK3zVBl;0;0;2;2017-10-01;2017;10;4;other
blue;bigbang;빅뱅 미니앨범 5집 alive;yg entertainment;지니뮤직;1;2;2;1;False;6EY5igURAXBCEen56oKUif;album;233098;False;0.0595;0.609;0.706;0.0;0.055999999999999994;-7.275;0.0852;0.358;124.98899999999999;4Kxlr1PRlDKEB0ekOCyHgX;0;0;2;2012-02-01;2012;2;1;other
blue;taeyeon;사계 (four seasons);sm entertainment;dreamus;0;0;0;0;False;3R8iyJpmhI9ABDmTpetV2D;single;212842;False;0.8809999999999999;0.449;0.46;1.4400000000000001e-05;0.11199999999999999;-7.081;0.0404;0.13699999999999998;99.46799999999999;3qNVuliS40BLgXGxhdBdqu;0;0;1;2019-05-01;2019;5;2;other
blue (feat. crush, sole);dynamicduo-sep-crush-sep-sole;blue;아메바컬쳐;지니뮤직, stone music entertainment;0;0;0;0;True;0q7JdAn2mQ20GjAIdKqIjX;single;258185;False;0.0477;0.8420000000000001;0.726;2.84e-05;0.0675;-3.773;0.0466;0.87;123.62899999999999;4nvFFLtv7ZqoTr83387uK4-sep-6aLdhHUqgdKE86xbtNmY8g-sep-6naXFodImN2DwRmKCQHAUt;0;0;1;2019-08-01;2019;8;3;summer
blueming;iu;love poem;카카오 m;카카오 m;1;5;3;1;False;4Dr2hJ3EnVh2Aaot6fRwDO;single;217053;False;0.0849;0.8190000000000001;0.674;0.0;0.0667;-3.145;0.0587;0.682;106.03200000000001;3HqSLMAZ3g3d5poNaI7GOU;0;0;10;2019-11-01;2019;11;4;holiday
bo peep bo peep;t-ara;absolute first album;코어컨텐츠미디어;stone music entertainment;1;0;0;0;False;72d7SM72TZcTSekEX5UoeE;album;225040;False;0.00974;0.8240000000000001;0.95;0.000117;0.19899999999999998;-4.163;0.0308;0.97;128.031;1R52cwGf75yTf7I3Q0Irf8;0;0;1;2010-01-01;2010;1;1;holiday
body language (feat. 범키);san e-sep-bumkey;body language;브랜뉴뮤직;카카오 m;1;1;1;0;True;1phL3dVWvwuDcfoLzSKnD6;single;216813;True;0.44299999999999995;0.8140000000000001;0.816;0.0;0.493;-3.1260000000000003;0.154;0.863;136.016;61MMiylth1injW39oZBuYB-sep-3vhZuZdMksbnJwoE3AwpXq;0;0;1;2014-08-01;2014;8;3;summer
boogie on & on;beenzino;2 4 _ 2 6;illionaire records;제뉴인뮤직;0;0;0;0;False;0DuNUC2TjGGILtzE3vlJv1;album;211251;False;0.0483;0.769;0.67;0.0;0.136;-3.758;0.0548;0.785;120.038;7IrDIIq3j04exsiF3Z7CPg;0;0;2;2013-07-01;2013;7;3;summer
boogie up;wjsn;special album (for the summer);스타쉽엔터테인먼트;카카오 m;0;0;0;0;False;6u5ipVfAHGjTXvWuiI5sKB;album;183787;False;0.0635;0.6920000000000001;0.946;5.45e-05;0.18600000000000005;-1.0390000000000001;0.0587;0.535;129.079;6hhqsQZhtp9hfaZhSd0VSD;0;0;1;2019-06-01;2019;6;2;summer
bounce;jj project;bounce;jyp entertainment;지니뮤직;0;0;0;0;False;7kWASMYiF2P6AUvrdlhrKV;single;196016;False;0.0368;0.691;0.9359999999999999;1.8000000000000001e-06;0.285;-3.014;0.13;0.7;162.03;0yvw5zYym2ZnM2vngHvfWW;0;0;1;2012-05-01;2012;5;2;other
bounce;cho yong pil;bounce;필레코드;universal music;1;1;0;0;False;634Qs1VQNJOY08DpUbu1jl;album;183987;False;0.26899999999999996;0.8109999999999999;0.6409999999999999;3.71e-06;0.13699999999999998;-3.159;0.0369;0.8270000000000001;125.00299999999999;5j200KdlKsIVqjoSDIWycA;0;0;2;2013-04-01;2013;4;2;other
boys and girls (feat. babylon);zico-sep-babylon;boys and girls;세븐시즌스;stone music entertainment;1;1;1;1;True;6QGnIMpyoCOrFogyCxBoZk;single;200169;False;0.0433;0.8059999999999999;0.7490000000000001;0.0;0.0519;-3.0789999999999997;0.0531;0.597;103.029;4XpUIb8uuNlIWVKmgKZXC0-sep-3QnTGKc4YZ7KcGDpoagMBD;0;0;3;2015-11-01;2015;11;4;holiday
break;beenzino;break;illionaire records;stone music entertainment;1;0;0;0;False;2sknbace6e6g3fzVcsXh1e;album;184853;False;0.19;0.857;0.826;0.0;0.13;-3.216;0.24100000000000002;0.848;127.06200000000001;7IrDIIq3j04exsiF3Z7CPg;0;0;1;2015-10-01;2015;10;4;other
break down (feat. double k);kim hyun joong-sep-double k;break down;키이스트, stone music entertainment;stone music entertainment;1;0;0;0;True;0Z08L03ApF18yIZgvMRQY1;album;212453;False;0.0006580000000000001;0.44;0.893;1.56e-05;0.0977;-5.529;0.1;0.5329999999999999;89.963;0rB9P2J3OkobNezpTBcXqE-sep-1o3mKG33qvuXI2s3HXTkYd;0;0;1;2011-06-01;2011;6;2;summer
breathe;miss a;step up;jyp entertainment;카카오 m;1;1;1;0;False;06QlVuFPxhyPKmQIOJdokY;album;212509;False;0.0077;0.897;0.652;0.00243;0.0647;-7.902;0.0528;0.8370000000000001;112.46600000000001;1BEohdSWSBggmO979tzRwW;0;0;2;2010-10-01;2010;10;4;other
broken;seo in guk;broken;젤리피쉬 엔터테인먼트;universal music;1;0;0;0;False;1dB7BKZH2XHHSaV9tSSdeR;single;223826;False;0.21;0.46299999999999997;0.7170000000000001;0.0;0.14800000000000002;-4.385;0.0378;0.473;148.049;433F0GjVZRnsjP8ztGEso1;0;0;1;2011-04-01;2011;4;2;other
bubble love;mc mong-sep-seo in young;조영수 all star 2.5;넥스타엔터테인먼트;지니뮤직;1;1;1;0;True;6jYIzFli1Conyd8FLR3Zov;single;219924;False;0.406;0.61;0.8109999999999999;2.14e-06;0.175;-4.399;0.0392;0.34600000000000003;102.015;6gEWl778wJTkq4Uk5eBvgD-sep-6UaKk8mT8NH0BuUTFIhxN7;0;0;2;2010-03-01;2010;3;1;other
bubble pop!;hyuna;bubble pop!;큐브엔터테인먼트;universal music;1;1;0;0;False;59JkwCdGIMTZYb0j75vebU;single;212271;False;0.0731;0.833;0.872;0.000839;0.292;-4.658;0.0578;0.774;145.97299999999996;3UwlejyX2b458azZ7eCnHb;0;0;1;2011-07-01;2011;7;3;summer
